0.1,0.0
0.101,1.1138964479999509e-07
0.102,2.2323768959998863e-07
0.103,3.364858843999787e-07
0.104,4.5200337919997384e-07
0.105,5.705504239999739e-07
0.106,6.92744818799974e-07
0.107,8.190324635999741e-07
0.108,9.496630083999692e-07
0.109,1.0846725031999593e-06
0.11,1.2238715979999495e-06
0.111,1.3668411427999446e-06
0.112,1.5129358875999448e-06
0.113,1.661294532399945e-06
0.114,1.8108576271999451e-06
0.115,1.9603927719999402e-06
0.116,2.1085255667999354e-06
0.117,2.2537761615999354e-06
0.118,2.3946014563999284e-06
0.119,2.5294397511999237e-06
0.12,2.656757945999919e-06
0.121,2.775100440799914e-06
0.122,2.883137285599914e-06
0.123,2.979711180399909e-06
0.124,3.063881075199904e-06
0.125,3.1349609699998993e-06
0.126,3.1925543147998945e-06
0.127,3.2365811595998895e-06
0.128,3.2672973043998847e-06
0.129,3.2853060991998798e-06
0.13,3.2915602939998748e-06
0.131,3.287355288799875e-06
0.132,3.2743129335998797e-06
0.133,3.2543555283998895e-06
0.134,3.2296714231998947e-06
0.135,3.202672617999895e-06
0.136,3.1759445627999e-06
0.137,3.1521894575999097e-06
0.138,3.1341649023999147e-06
0.139,3.1246186471999147e-06
0.14,3.1262216919999146e-06
0.141,3.141500336799914e-06
0.142,3.172769531599909e-06
0.143,3.222069526399904e-06
0.144,3.291106271199904e-06
0.145,3.3811984659999044e-06
0.146,3.4932329107999045e-06
0.147,3.6276277555999045e-06
0.148,3.7843062503999045e-06
0.149,3.9626810451999e-06
0.15,4.161650739999895e-06
0.151,4.37960843479989e-06
0.152,4.614461629599885e-06
0.153,4.8636653743998805e-06
0.154,5.12426536919987e-06
0.155,5.392952963999865e-06
0.156,5.6661296587998605e-06
0.157,5.939979103599851e-06
0.158,6.210546598399841e-06
0.159,6.473824243199836e-06
0.16,6.725839037999836e-06
0.161,6.962741282799836e-06
0.162,7.1808936775998365e-06
0.163,7.376956922399832e-06
0.164,7.547970317199822e-06
0.165,7.691426161999812e-06
0.166,7.805335256799807e-06
0.167,7.888281801599808e-06
0.168,7.939466746399808e-06
0.169,7.958738291199808e-06
0.17,7.946608535999813e-06
0.1709999999999999,7.904255130799822e-06
0.172,7.83350837559982e-06
0.173,7.736824470399831e-06
0.174,7.617243315199841e-06
0.175,7.478332309999851e-06
0.176,7.324118904799861e-06
0.177,7.15901149959987e-06
0.178,6.987709594399875e-06
0.179,6.81510763919988e-06
0.18,6.64619278399989e-06
0.181,6.4859386787999e-06
0.182,6.339198573599904e-06
0.183,6.210599618399904e-06
0.184,6.104441013199909e-06
0.185,6.024597457999914e-06
0.186,5.9744311527999145e-06
0.187,5.956714397599914e-06
0.188,5.973563392399914e-06
0.189,6.026386637199909e-06
0.19,6.115847531999899e-06
0.191,6.241842576799889e-06
0.192,6.4034972215998846e-06
0.193,6.5991776163998796e-06
0.194,6.82651881119987e-06
0.195,7.082469355999865e-06
0.196,7.363351500799865e-06
0.197,7.664935195599861e-06
0.198,7.982523940399856e-06
0.199,8.311051335199857e-06
0.2,8.645187329999851e-06
0.201,8.979450124799841e-06
0.202,9.308320869599836e-06
0.203,9.626360914399836e-06
0.204,9.928327509199828e-06
0.205,1.0209285453999824e-05
0.206,1.0464712648799819e-05
0.207,1.069059654359982e-05
0.208,1.088352053839982e-05
0.209,1.104073663319982e-05
0.21,1.1160224427999815e-05
0.211,1.1240734872799805e-05
0.212,1.12818157675998e-05
0.213,1.12838215123998e-05
0.214,1.1247904757199806e-05
0.215,1.1175990651999817e-05
0.216,1.1070735296799826e-05
0.217,1.0935466991599836e-05
0.218,1.0774114386399846e-05
0.219,1.059112093119985e-05
0.22,1.039134842599985e-05
0.221,1.0179972670799849e-05
0.222,9.962371965599849e-06
0.223,9.744011710399848e-06
0.224,9.530327905199853e-06
0.225,9.326611799999862e-06
0.226,9.137898394799867e-06
0.227,8.968861139599873e-06
0.228,8.823715134399877e-06
0.229,8.706131329199878e-06
0.23,8.619162823999878e-06
0.231,8.565185818799883e-06
0.232,8.545855263599888e-06
0.233,8.562076908399888e-06
0.234,8.613996153199883e-06
0.235,8.70100379799987e-06
0.236,8.82175834279986e-06
0.237,8.97422343759985e-06
0.238,9.155721232399846e-06
0.239,9.362998727199845e-06
0.24,9.592306321999845e-06
0.241,9.839486016799841e-06
0.242,1.0100067611599836e-05
0.243,1.0369370556399837e-05
0.244,1.0642609051199837e-05
0.245,1.0914997995999832e-05
0.246,1.1181857040799827e-05
0.247,1.1438710885599826e-05
0.248,1.1681383130399826e-05
0.249,1.1906081975199826e-05
0.25,1.2109474969999826e-05
0.251,1.2288753514799827e-05
0.252,1.2441682909599823e-05
0.253,1.2566638104399813e-05
0.254,1.2662626299199802e-05
0.255,1.2729293643999796e-05
0.256,1.2766916788799796e-05
0.257,1.2776380083599796e-05
0.258,1.27591398283998e-05
0.259,1.2717175673199805e-05
0.26,1.2652930317999805e-05
0.261,1.2569240562799804e-05
0.262,1.2469260057599804e-05
0.263,1.2356377202399808e-05
0.264,1.2234128747199818e-05
0.265,1.2106112241999827e-05
0.266,1.1975900236799832e-05
0.267,1.1846955931599833e-05
0.268,1.1722554926399837e-05
