0.1,0.00011140264479998999
0.101,0.00011137664479999999
0.102,0.00011231944479999
0.103,0.00011417694479998999
0.104,0.0001168580448
0.105,0.00012023604479999999
0.106,0.0001241527448
0.107,0.00012842254479999998
0.108,0.00013283854479999
0.109,0.00013718044479999
0.11,0.00014121774479998998
0.111,0.00014472134480000002
0.112,0.0001474681448
0.113,0.00014924914480000001
0.114,0.0001498770448
0.115,0.00014919324479999
0.116,0.00014707234479999998
0.117,0.0001434288448
0.118,0.00013822174479999
0.119,0.0001314548448
0.12,0.00012318154479999
0.121,0.0001135034448
0.122,0.0001025702448
0.123,9.057754479999e-05
0.124,7.77622448e-05
0.125,6.439754479998999e-05
0.126,5.07891448e-05
0.127,3.726454479999e-05
0.128,2.4167744800000002e-05
0.129,1.184984479999e-05
0.13,6.585448000001604e-07
0.131,-9.068555200000132e-06
0.132,-1.701615519999e-05
0.133,-2.289865519999e-05
0.134,-2.6469555199999998e-05
0.135,-2.75280552e-05
0.136,-2.5928055199990002e-05
0.137,-2.158215519999e-05
0.138,-1.44669552e-05
0.139,-4.625555199999978e-06
0.14,7.83164480000001e-06
0.141,2.27256448e-05
0.142,3.981274479999e-05
0.143,5.87872448e-05
0.144,7.92862448e-05
0.145,0.00010089814480000002
0.146,0.0001231707448
0.147,0.0001456189448
0.148,0.00016773804479999999
0.149,0.00018901154479999
0.15,0.0002089278448
0.151,0.00022698754479999
0.152,0.00024271884480000003
0.153,0.00025568864479999
0.154,0.00026551134479999
0.155,0.00027186384480000004
0.156,0.00027448954479999
0.157,0.00027320934479999
0.158,0.00026792564479999
0.159,0.0002586296448
0.16,0.0002453999448
0.161,0.0002284045448
0.162,0.0002079002448
0.163,0.00018422624479999002
0.164,0.00015780054479999
0.165,0.00012911114479998998
0.166,9.87070448e-05
0.167,6.71860448e-05
0.168,3.51838448e-05
0.169,3.3592448000000634e-06
0.17,-2.761875519999e-05
0.1709999999999999,-5.70880552e-05
0.172,-8.440545519999e-05
0.173,-0.00010896235519999
0.174,-0.00013019995519999002
0.175,-0.00014762205519999
0.176,-0.00016080475519999001
0.177,-0.00016941005519999
0.178,-0.0001731937552
0.179,-0.00017201015519999
0.18,-0.00016581955519998998
0.181,-0.00015468865519999
0.182,-0.0001387915552
0.183,-0.00011840635519999999
0.184,-9.391085519999001e-05
0.185,-6.57762552e-05
0.186,-3.45563552e-05
0.187,-8.771551999998961e-07
0.188,3.45751448e-05
0.189,7.107134479998999e-05
0.19,0.00010785044479999
0.191,0.00014413964479998998
0.192,0.00017916964479999998
0.193,0.00021219114479999
0.194,0.00024249124479999002
0.195,0.0002694098448
